Time,Country Code,"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]","Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]_x",Rural population (% of total population) [SP.RUR.TOTL.ZS]_x,Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF]_x,"Stillbirth rate (per 1,000 total births) [SH.DYN.STLB]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS]_x,GDP at market prices (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Population, total [SP.POP.TOTL]_x","Population, male (% of total) [SP.POP.TOTL.MA.ZS]","Population, female (% of total) [SP.POP.TOTL.FE.ZS]","Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]_y","Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, adult, female (per 1,000 female adults) [SP.DYN.AMRT.FE]","Mortality rate, adult, male (per 1,000 male adults) [SP.DYN.AMRT.MA]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Mortality rate, infant, female (per 1,000 live births) [SP.DYN.IMRT.FE.IN]","Mortality rate, infant, male (per 1,000 live births) [SP.DYN.IMRT.MA.IN]","Mortality rate, neonatal (per 1,000 live births) [SH.DYN.NMRT]",Population growth (annual %) [SP.POP.GROW],Number of infant deaths [SH.DTH.IMRT],Number of neonatal deaths [SH.DTH.NMRT],Net migration [SM.POP.NETM],"Population, female [SP.POP.TOTL.FE.IN]","Population, female (% of total population) [SP.POP.TOTL.FE.ZS]","Population, male [SP.POP.TOTL.MA.IN]","Population, male (% of total population) [SP.POP.TOTL.MA.ZS]","Population, total [SP.POP.TOTL]_y",Rural population [SP.RUR.TOTL],Rural population (% of total population) [SP.RUR.TOTL.ZS]_y,Rural population growth (annual %) [SP.RUR.TOTL.ZG],Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS]_y,Urban population growth (annual %) [SP.URB.GROW],Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF]_y
2012,AUS,15.709,13.7,14.598,1.057,2.9,85.402,1546151783872.96,68012.1479005934,22733465.0,49.9496833537585,50.0503166462415,13.7,6.6,1.92,84.3,79.9,82.0463414634146,44.464,75.751,3.6,3.3,3.9,2.5,1.74582000067359,1099.0,773.0,235719.0,11420547.0,50.2367190075493,11312918.0,49.7632809924507,22733465.0,3318631.0,14.598,1.04950290202891,19414834.0,85.402,1.86533013697943,1.057
2013,AUS,15.059,13.3,14.498,1.059,2.8,85.502,1576184467015.49,68150.1070413215,23128129.0,49.9035515593437,50.0964484406563,13.3,6.4,1.855,84.3,80.1,82.1487804878049,45.018,75.516,3.5,3.2,3.8,2.4,1.721151439989,1061.0,746.0,214564.0,11623605.0,50.2574357961666,11504523.0,49.7425598770359,23128129.0,3353116.0,14.498,1.03377142785345,19775013.0,85.502,1.83817579922612,1.059
2014,AUS,13.249,13.2,14.398,1.055,2.7,85.602,1467483705131.74,62510.7911705641,23475686.0,49.8608094293602,50.1391905706398,13.2,6.6,1.826,84.4,80.3,82.3,44.842,76.934,3.3,3.1,3.6,2.4,1.49156648912847,1013.0,714.0,198120.0,11807077.0,50.2949158142121,11668610.0,49.7050884466228,23475686.0,3380029.0,14.398,0.799422656982681,20095657.0,85.602,1.60845510176755,1.055
2015,AUS,12.322,12.9,14.299,1.057,2.6,85.701,1351693984524.5,56755.7217124249,23815995.0,49.8291256587956,50.1708743412044,12.9,6.6,1.814,84.5,80.4,82.4,45.231,78.367,3.3,3.0,3.5,2.3,1.43921665259925,988.0,715.0,209466.0,11988344.0,50.337364415701,11827651.0,49.662635584299,23815995.0,3405449.0,14.299,0.74925064728382,20410546.0,85.701,1.55480059894141,1.057
2016,AUS,10.968,12.9,14.2,1.058,2.5,85.8,1208846993739.99,49971.131456129,24190907.0,49.8105281726567,50.1894718273433,12.9,6.6,1.752,84.6,80.4,82.4487804878049,44.785,76.101,3.2,2.9,3.5,2.3,1.56194049810399,989.0,721.0,242184.0,12185645.0,50.3728327606627,12005262.0,49.6271672393373,24190907.0,3435109.0,14.2,0.867186152709259,20755798.0,85.8,1.67739012761928,1.058
2017,AUS,10.43,12.6,14.096,1.06,2.6,85.904,1330135756844.41,54066.4712686117,24601860.0,49.802040861402,50.197959138598,12.6,6.5,1.741,84.6,80.5,82.5,44.614,77.31,3.2,2.9,3.5,2.3,1.65339053503068,992.0,727.0,244875.0,12393526.0,50.3920646218144,12200675.0,49.607931311547,24594202.0,3466799.0,14.096,0.918303248785895,21127403.0,85.904,1.77452889208332,1.06
2018,AUS,9.983,12.6,13.988,1.059,2.5,86.012,1433904348500.12,57373.6866841281,24982688.0,49.8003767588704,50.1996232411296,12.6,6.3,1.74,84.9,80.7,82.7487804878049,43.127,74.055,3.2,2.9,3.5,2.3,1.50299298221362,1007.0,750.0,220307.0,12582741.0,50.3982108335605,12383903.0,49.6017931697654,24966643.0,3492334.0,13.988,0.733859076947283,21474309.0,86.012,1.62863721493696,1.059
2019,AUS,8.938,12.1,13.876,1.058,2.5,86.124,,,25303000.0,49.8004658138649,50.1995341861351,12.1,6.7,1.657,85.0,80.9,82.9,42.391,75.193,3.2,2.9,3.5,2.4,1.48520844681971,995.0,721.0,235860.0,12769708.0,50.3930485933564,12570509.0,49.6069514066436,25340217.0,3516209.0,13.876,0.681314000760275,21824008.0,86.124,1.61533578272113,1.058
2020,AUS,8.081,11.5,13.759,1.058,2.4,86.241,,,,,,11.5,6.3,1.581,85.3,81.2,83.2,41.652,73.018,3.2,2.9,3.5,2.4,1.23570107988933,955.0,703.0,117929.0,12924403.0,50.3771496207779,12730885.0,49.6228464836318,25655289.0,3529911.0,13.759,0.388923755813401,22125378.0,86.241,1.3714627263914,1.058
2021,AUS,,12.1,13.638,1.057,2.4,86.362,,,,,,12.1,6.7,1.7,85.4,81.3,83.3,,,3.2,2.9,3.4,2.4,0.127728295728263,939.0,706.0,117929.0,12936002.0,50.3579961474613,12752077.0,49.6420038525388,25688079.0,3503340.0,13.638,-0.755585899426536,22184739.0,86.362,0.267934456197247,1.057
2022,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,139991.0,13060345.0,50.3451811682079,12881254.0,49.6548226518793,25941598.0,3505229.0,13.512,,22436369.0,86.488,,
1987,BLZ,127.996,36.761,51.963,1.055,,48.037,281082558.5859,1612.451575183,174320.0,50.3857559957094,49.6142440042906,36.761,5.821,4.82,72.097,68.458,70.198,129.811,180.085,36.9,32.9,40.7,20.9,2.24097191474479,231.0,132.0,-1502.0,84143.0,49.2121885600655,86837.0,50.7878114399345,170980.0,88846.0,51.963,2.60898244203315,82134.0,48.037,1.84440648417475,1.055
1988,BLZ,127.811,36.621,52.154,1.054,,47.846,320093360.27245,1787.95138342857,179028.0,50.4035794283416,49.5964205716584,36.621,5.594,4.783,72.575,69.131,70.781,126.71,174.463,35.0,31.1,38.6,20.1,2.219312189906,222.0,129.0,-1587.0,86129.0,49.2680917759714,88689.0,50.7324802507765,174817.0,91174.0,52.154,2.58652348246321,83643.0,47.846,1.82056820814999,1.054
1989,BLZ,128.893,36.731,52.345,1.053,,47.655,369133890.704745,2011.96872880293,183469.0,50.4199573774602,49.5800426225398,36.731,5.59,4.762,72.836,68.803,70.724,126.185,181.345,33.1,29.5,36.5,19.4,2.19407294222866,214.0,128.0,-1701.0,88148.0,49.3287445087999,90546.0,50.6706958784521,178695.0,93538.0,52.345,2.55980021261175,85157.0,47.655,1.7938869675353,1.053
1990,BLZ,128.786,36.532,52.535,1.053,,47.465,412086445.492177,2197.18502331181,187552.0,50.4238779231581,49.5761220768419,36.532,5.555,4.698,72.487,69.139,70.744,131.98,179.999,31.3,27.8,34.5,18.6,2.15572834630189,207.0,125.0,-1793.0,90169.0,49.3835882774975,92420.0,50.6164117225025,182589.0,95923.0,52.535,2.51780154516831,86666.0,47.465,1.75650384118567,1.053
1991,BLZ,123.933,35.269,52.729,1.052,,47.271,444720750.0,2326.82155414173,191128.0,50.4180269546292,49.5819730453708,35.269,5.673,4.483,71.906,68.721,70.248,140.635,188.703,29.6,26.3,32.7,17.9,2.09897395896767,196.0,118.0,-1698.0,92062.0,49.3730626079308,94400.0,50.6269373920692,186462.0,98320.0,52.729,2.46816789642203,88142.0,47.271,1.68875003193939,1.052
1992,BLZ,117.981,34.308,52.941,1.052,,47.059,518239100.0,2666.88159980239,194324.0,50.4070521397254,49.5929478602746,34.308,5.718,4.348,71.462,68.614,69.979,148.048,193.047,28.0,24.9,30.9,16.9,2.03690544554212,184.0,111.0,-1635.0,93889.0,49.337621322235,96410.0,50.662378677765,190299.0,100746.0,52.941,2.43750325476077,89553.0,47.059,1.58814784535674,1.052
1993,BLZ,116.228,33.519,53.152,1.052,,46.848,559858250.0,2832.97532663367,197622.0,50.3898798228969,49.6101201771031,33.519,5.599,4.198,71.632,68.474,69.988,147.886,198.07,26.6,23.6,29.3,16.0,2.01735948122407,173.0,104.0,-1525.0,95794.0,49.3333401999207,98382.0,50.6661448060275,194177.0,103209.0,53.152,2.41535607418905,90968.0,46.848,1.56771675393205,1.052
1994,BLZ,112.111,32.322,53.363,1.052,,46.637,580863700.0,2880.12544625149,201680.0,50.3780760515473,49.6219239484527,32.322,5.362,3.999,72.483,68.351,70.316,139.726,202.468,25.3,22.5,27.9,15.2,2.15957225206249,163.0,98.0,-802.0,97891.0,49.3362430449157,100525.0,50.6637569550843,198416.0,105881.0,53.363,2.5559763421348,92535.0,46.637,1.70791550072899,1.052
1995,BLZ,111.14,32.256,53.575,1.051,,46.425,620140400.0,2996.38292834951,206963.0,50.3672171703018,49.6327828296982,32.256,5.448,3.948,71.981,67.978,69.887,147.479,210.842,24.2,21.5,26.7,14.5,2.55753145411695,156.0,95.0,273.0,100445.0,49.3451433512154,103111.0,50.6548566487846,203556.0,109055.0,53.575,2.95365201551901,94501.0,46.425,2.10234651245784,1.051
1996,BLZ,104.564,31.624,53.786,1.051,,46.214,641383800.0,3001.83372023364,213664.0,50.3613217261069,49.6386782738931,31.624,5.42,3.852,72.172,67.671,69.806,146.996,218.125,23.2,20.6,25.6,13.9,3.04041842570322,152.0,92.0,1358.0,103579.0,49.3609416698437,106262.0,50.6395348837209,209840.0,112865.0,53.786,3.43400721117253,96975.0,46.214,2.58427968717408,1.051
1997,BLZ,102.718,31.787,53.997,1.051,,46.003,654314350.0,2952.94859644372,221580.0,50.3558614464628,49.6441385535372,31.787,5.631,3.854,71.444,67.187,69.212,158.028,228.278,22.3,19.8,24.6,13.3,3.40910431885613,150.0,91.0,2070.0,107211.0,49.3793668851357,109906.0,50.6206331148643,217117.0,117237.0,53.997,3.80051127434227,99880.0,46.003,2.95162520855417,1.051
1998,BLZ,101.626,31.322,54.207,1.051,,45.793,688992450.0,2992.4447542607,230244.0,50.3552691011431,49.6447308988569,31.322,5.863,3.785,70.884,66.536,68.599,166.944,240.704,21.5,19.1,23.7,12.9,3.5250604678139,148.0,90.0,2152.0,111102.0,49.3990849551148,113805.0,50.6009150448852,224907.0,121915.0,54.207,3.91265536197312,102992.0,45.793,3.06818498986875,1.051
1999,BLZ,101.826,30.938,54.418,1.051,,45.582,732732350.0,3065.97967261955,238988.0,50.3529598835044,49.6470401164956,30.938,5.781,3.714,71.209,66.591,68.773,164.956,243.323,20.7,18.4,22.9,12.4,3.42048903221131,146.0,89.0,1963.0,115020.0,49.4214400192495,117713.0,50.5785599807505,232733.0,126649.0,54.418,3.80954000420575,106084.0,45.582,2.95799178070352,1.051
2000,BLZ,99.894,30.388,54.602,1.051,10.3,45.398,832072450.0,3364.42371065241,247315.0,50.3481460515143,49.6518539484857,30.388,5.858,3.634,71.06,66.338,68.564,168.326,249.238,20.0,17.8,22.1,12.0,3.24372870048271,144.0,87.0,1678.0,118866.0,49.4438574744391,121540.0,50.5561425255609,240406.0,131266.0,54.602,3.58063181631038,109140.0,45.398,2.84002286407907,1.051
2001,BLZ,99.264,29.845,54.619,1.052,10.1,45.381,871860600.0,3418.21667588008,255063.0,50.3414775667665,49.6585224332335,29.845,5.936,3.554,70.95,66.057,68.357,171.039,255.526,19.4,17.3,21.4,11.6,3.15027299454963,142.0,86.0,1912.0,122772.0,49.4848851269649,125328.0,50.5151148730351,248100.0,135510.0,54.619,3.18196395307664,112590.0,45.381,3.11214400569533,1.052
2002,BLZ,96.295,29.185,54.636,1.052,9.8,45.364,932551850.0,3554.23034705654,262378.0,50.3321429796446,49.6678570203554,29.185,5.755,3.465,71.528,66.306,68.752,165.588,256.73,18.9,16.9,20.8,11.2,3.12947712423959,140.0,84.0,1977.0,126827.0,49.5443127971342,129160.0,50.4556872028658,255987.0,139861.0,54.636,3.1603633922687,116126.0,45.364,3.09229066920039,1.052
2003,BLZ,90.829,28.036,54.653,1.052,9.6,45.347,990374050.0,3675.88030064025,269425.0,50.3210505218463,49.6789494781537,28.036,5.678,3.321,71.612,66.518,68.909,165.489,255.946,18.5,16.6,20.3,10.8,3.08148654198932,137.0,80.0,2199.0,130958.0,49.6056788309002,133040.0,50.3943211690998,263998.0,144283.0,54.653,3.11275764645485,119715.0,45.347,3.04381094890388,1.052
2004,BLZ,89.73,27.2,54.67,1.052,9.3,45.33,1057845500.0,3825.7873303822,276504.0,50.2994401770603,49.7005598229397,27.2,5.552,3.207,71.853,66.893,69.227,163.018,252.316,18.1,16.3,19.9,10.3,3.03310164793291,133.0,76.0,2330.0,135162.0,49.6685383349012,136966.0,50.3314616650988,272128.0,148772.0,54.67,3.06382839275426,123356.0,45.33,2.99605658716917,1.052
2005,BLZ,90.57,26.673,54.687,1.052,9.0,45.313,1114202700.0,3926.01374207188,283800.0,50.2688531984017,49.7311468015983,26.673,5.51,3.129,71.829,67.177,69.376,163.628,249.934,17.9,16.1,19.6,9.9,2.98554490009989,132.0,74.0,2397.0,139428.0,49.7291127953633,140947.0,50.2708872046367,280375.0,153329.0,54.687,3.01710068967194,127046.0,45.313,2.94747417349311,1.052
2006,BLZ,83.613,25.459,54.704,1.051,8.8,45.296,1217442150.0,4178.92537303186,291329.0,50.2258545057631,49.7741454942369,25.459,5.245,2.982,72.775,67.717,70.093,151.473,243.525,17.6,15.8,19.2,9.6,2.93605390781473,129.0,70.0,2598.0,143749.0,49.7868243231542,144981.0,50.2135220223809,288729.0,157946.0,54.704,2.96672629115355,130783.0,45.296,2.89902355546765,1.051
2007,BLZ,79.723,24.595,54.721,1.052,8.7,45.279,1290542550.0,4315.8349636318,299025.0,50.1740622209737,49.8259377790263,24.595,5.067,2.874,73.484,68.168,70.655,142.534,238.146,17.3,15.6,18.9,9.4,2.88259288843,126.0,68.0,2707.0,148119.0,49.8426842277057,149054.0,50.1573157722943,297173.0,162616.0,54.721,2.91383907990054,134557.0,45.279,2.84484399316828,1.052
2008,BLZ,77.025,24.033,54.738,1.052,8.6,45.262,1368625150.0,4460.63414411566,306823.0,50.1212429356435,49.8787570643565,24.033,4.935,2.799,74.045,68.618,71.151,135.298,231.789,17.0,15.3,18.5,9.5,2.8194899348079,124.0,70.0,2702.0,152520.0,49.8967844512564,153151.0,50.1032155487436,305671.0,167318.0,54.738,2.85046001022206,138353.0,45.262,2.78204890432151,1.052
2009,BLZ,74.454,23.264,54.755,1.052,8.5,45.245,1335217500.0,4243.43328407303,314655.0,50.070076750727,49.929923249273,23.264,4.752,2.701,74.861,69.175,71.819,125.683,224.4,16.6,15.0,18.2,9.8,2.74280635114816,121.0,71.0,2694.0,156923.0,49.9482765754955,157247.0,50.0514051265075,314171.0,172024.0,54.755,2.77378086042061,142147.0,45.245,2.70533432749151,1.052
2010,BLZ,71.989,22.533,54.772,1.052,8.5,45.228,1377179137.31754,4270.79964683667,322464.0,50.0296156171988,49.9703843828012,22.533,4.66,2.606,75.37,69.588,72.272,120.27,218.85,16.2,14.7,17.7,10.2,2.49432602566338,117.0,74.0,1644.0,160877.0,49.9453596021186,161229.0,50.0546403978814,322106.0,176424.0,54.772,2.52561867768086,145682.0,45.228,2.45644306384036,1.052
2011,BLZ,74.011,22.53,54.772,1.052,8.6,45.228,1460800211.99593,4423.49043867262,330237.0,49.999091558764,50.000908441236,22.53,4.591,2.585,75.677,70.019,72.651,117.163,212.918,15.7,14.2,17.1,10.6,2.28109896258836,115.0,79.0,1583.0,164408.0,49.8904526943782,165130.0,50.1095473056218,329538.0,180495.0,54.772,2.28128878183393,149043.0,45.228,2.28086908696299,1.052
2012,BLZ,73.396,22.43,54.754,1.052,8.6,45.246,1522899789.92074,4505.62068023889,338000.0,49.9752959310771,50.0247040689229,22.43,4.457,2.555,76.13,70.714,73.245,112.91,203.065,15.2,13.7,16.5,10.8,2.25663156677437,113.0,82.0,1529.0,167988.0,49.8393456338504,169071.0,50.1606543661495,337059.0,184553.0,54.754,2.2233608542896,152506.0,45.246,2.29690846205685,1.052
2013,BLZ,72.832,22.335,54.718,1.052,8.5,45.282,1579413515.26963,4568.54205131289,345715.0,49.9553089755197,50.0446910244803,22.335,4.388,2.53,76.266,71.35,73.666,111.87,194.17,14.5,13.1,15.9,10.8,2.23816708234299,111.0,83.0,1504.0,171620.0,49.7899549737734,173067.0,50.2097549087871,344688.0,188606.0,54.718,2.17234979538033,156082.0,45.282,2.31775706385302,1.052
2014,BLZ,70.722,22.097,54.665,1.052,8.3,45.335,1662802599.10192,4705.61004483148,353366.0,49.9332137217503,50.0667862782498,22.097,4.584,2.491,76.341,70.674,73.311,111.18,203.784,13.9,12.5,15.1,10.5,2.19427675238371,107.0,82.0,1452.0,175274.0,49.7464061191764,177061.0,50.2535938808237,352335.0,192604.0,54.665,2.09760845254129,159731.0,45.335,2.31096401726445,1.052
2015,BLZ,69.786,21.709,54.594,1.052,7.9,45.406,1723785356.56776,4775.91507722419,360933.0,49.9091226456393,50.0908773543607,21.709,4.7,2.438,76.486,70.357,73.187,109.72,208.195,13.2,11.9,14.4,10.2,2.11632063401839,102.0,79.0,1363.0,178905.0,49.7136473903149,180965.0,50.2860747323346,359871.0,196468.0,54.594,1.98633005947143,163403.0,45.406,2.27283917635128,1.052
2016,BLZ,70.523,21.36,54.505,1.052,7.6,45.495,1775100178.68896,4818.40439383538,368400.0,49.8785284433454,50.1214715566546,21.36,4.695,2.394,76.668,70.584,73.399,107.797,204.54,12.5,11.3,13.6,9.7,2.04687117105776,97.0,76.0,1283.0,182514.0,49.6889573742285,184798.0,50.3107703783966,367313.0,200204.0,54.505,1.88372785264402,167109.0,45.495,2.2426752004562,1.052
2017,BLZ,69.627,21.129,54.399,1.052,7.3,45.601,1836593466.18157,4887.55982047899,375769.0,49.8425919765817,50.1574080234183,21.129,4.712,2.36,76.845,70.731,73.562,105.673,201.648,11.8,10.7,12.9,9.2,1.9892678402512,93.0,73.0,1222.0,186106.0,49.6689289631779,188588.0,50.3313379219788,374693.0,203829.0,54.399,1.79445603329435,170864.0,45.601,2.22216243141438,1.052
2018,BLZ,72.062,21.015,54.276,1.052,7.0,45.724,1871203164.08274,4884.74242133376,383071.0,49.8074769429166,50.1925230570834,21.015,4.74,2.345,77.021,70.84,73.703,103.179,199.067,11.2,10.1,12.2,8.7,1.94863445386443,89.0,69.0,1185.0,189707.0,49.6529395444766,192359.0,50.3470604555234,382066.0,207370.0,54.276,1.72232302753034,174696.0,45.724,2.21794020548771,1.052
2019,BLZ,64.404,18.886,54.134,1.052,6.9,45.866,,,390000.0,49.7708472631042,50.2291527368958,18.886,4.727,2.106,77.247,71.062,73.931,99.906,194.636,10.6,9.6,11.5,8.2,1.82301611890652,81.0,60.0,1164.0,193151.0,49.6410902221822,195944.0,50.3589097778178,389095.0,210633.0,54.134,1.56126452714175,178462.0,45.866,2.13283729183047,1.052
2020,BLZ,56.671,17.881,53.975,1.052,6.9,46.025,,,,,,17.881,5.244,1.999,76.626,69.564,72.854,132.376,239.508,10.1,9.1,11.0,7.8,1.48622151575632,72.0,55.0,0.0,196111.0,49.6582860875973,198810.0,50.3417139124027,394921.0,213159.0,53.975,1.19210835247199,181762.0,46.025,1.83224455910038,1.052
2021,BLZ,,17.976,53.799,1.051,6.9,46.201,,,,,,17.976,6.353,2.01,74.332,67.119,70.47,155.726,277.53,9.6,8.7,10.5,7.4,1.28562992065572,68.0,53.0,577.0,198800.0,49.6961485484875,201231.0,50.3038514515125,400031.0,215213.0,53.799,0.958986927913049,184818.0,46.201,1.66734180682864,1.051
2022,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,201525.0,49.7258631240254,203747.0,50.2741368759747,405272.0,217242.0,53.604,,188030.0,46.396,,
1987,BOL,100.415,37.109,47.451,1.041,,52.549,4323623622.1622,671.075125540651,6442831.0,50.2346176148844,49.7653823851156,37.109,13.107,5.087,55.836,53.138,54.492,256.725,315.601,92.4,84.8,99.7,43.8,2.11563058892712,22358.0,10846.0,-18952.0,3333551.0,50.0425433923086,3327883.0,49.9574566076914,6661434.0,3160917.0,47.451,0.0012021900105827,3500517.0,52.549,4.06411804364877,1.041
1988,BOL,98.441,36.715,46.437,1.04,,53.563,4597615562.66594,698.692639903084,6580312.0,50.2511124842295,49.7488875157705,36.715,12.699,5.028,56.511,53.791,55.156,250.849,308.924,89.6,82.2,96.6,42.9,2.11864797976108,21959.0,10717.0,-19567.0,3403543.0,50.0221485016619,3400530.0,49.9778661954195,6804072.0,3159607.0,46.437,-0.0414522599315457,3644465.0,53.563,4.02989064094735,1.04
1989,BOL,96.232,36.278,45.429,1.039,,54.571,4715978868.21613,701.666147390148,6721115.0,50.2666446663553,49.7333553336447,36.278,12.319,4.963,57.201,54.34,55.772,244.366,304.598,86.7,79.6,93.5,41.9,2.10965105220391,21480.0,10581.0,-20719.0,3474829.0,50.00373427557,3474310.0,49.99626572443,6949139.0,3156924.0,45.429,-0.0849516977390064,3792215.0,54.571,3.97407028158481,1.039
1990,BOL,96.346,35.84,44.423,1.041,,55.577,4867582620.20708,709.05967248876,6864842.0,50.2809170032975,49.7190829967025,35.84,11.925,4.89,57.886,54.959,56.422,238.569,299.363,83.9,77.1,90.4,40.9,2.09408169694284,20975.0,10411.0,-21915.0,3547153.0,49.9866970942452,3549041.0,50.0133029057548,7096194.0,3152342.0,44.423,-0.145246715086633,3943852.0,55.577,3.92076295836025,1.041
1991,BOL,93.355,35.263,43.421,1.042,,56.579,5343274311.56789,762.078033122078,7011453.0,50.2943040646622,49.7056959353378,35.263,11.518,4.81,58.626,55.573,57.097,232.001,294.206,81.1,74.5,87.4,39.8,2.07379468212719,20419.0,10171.0,-22984.0,3620306.0,49.9704688448729,3624585.0,50.0295311551271,7244891.0,3145804.0,43.421,-0.207616728748043,4099087.0,56.579,3.86063553045828,1.042
1992,BOL,90.998,34.645,42.459,1.043,,57.541,5643893347.00679,788.151989829071,7160920.0,50.306797299843,49.693202700157,34.645,11.191,4.713,59.093,56.165,57.629,230.202,288.593,78.3,72.0,84.3,38.8,2.04289956762452,19798.0,9946.0,-24002.0,3693811.0,49.9540396615339,3700608.0,50.0459603384661,7394419.0,3139596.0,42.459,-0.197537213818814,4254823.0,57.541,3.72888970543442,1.043
1993,BOL,91.551,33.91,41.921,1.043,,58.079,5734676560.92471,784.191739325258,7312850.0,50.3170922117033,49.6829077882967,33.91,10.736,4.592,60.044,56.805,58.418,219.338,283.508,75.5,69.6,81.2,37.8,2.00918364775402,19114.0,9688.0,-24702.0,3764950.0,49.9033135312412,3779539.0,50.0966864687589,7544489.0,3162725.0,41.921,0.73398685458633,4381764.0,58.079,2.93982199962542,1.043
1994,BOL,89.587,33.084,41.385,1.042,,58.615,5981244886.917,801.046029656507,7466793.0,50.3238606351965,49.6761393648035,33.084,10.689,4.494,60.718,57.295,58.989,214.676,282.113,72.8,67.1,78.2,36.9,1.95873086716432,18366.0,9401.0,-24528.0,3833292.0,49.8236354263905,3860430.0,50.1763645736095,7693722.0,3184047.0,41.385,0.67190314117983,4509675.0,58.615,2.87737057972262,1.042
1995,BOL,88.334,32.406,40.85,1.042,,59.15,6715220507.05164,880.992224046171,7622338.0,50.3264223268096,49.6735776731904,32.406,10.625,4.409,61.291,57.82,59.534,211.392,279.276,70.0,64.6,75.2,35.8,1.9021772687113,17615.0,9110.0,-23615.0,3901215.0,49.7510607384762,3940256.0,50.2489392615238,7841471.0,3203241.0,40.85,0.60100805774263,4638230.0,59.15,2.81077391107106,1.042
1996,BOL,89.919,31.875,40.318,1.04,,59.682,7396966657.47054,950.856508392184,7779267.0,50.3241050443307,49.6758949556693,31.875,10.525,4.336,61.885,58.339,60.084,207.836,276.555,67.2,61.9,72.3,34.6,1.86850882962671,16926.0,8823.0,-22473.0,3969573.0,49.6857010073514,4019794.0,50.3142989926486,7989367.0,3221153.0,40.318,0.557626023994342,4768214.0,59.682,2.76389833617489,1.04
1997,BOL,90.963,31.126,39.788,1.04,,60.212,7925673448.41368,998.515324227691,7937458.0,50.3180050325967,49.6819949674033,31.126,10.329,4.219,62.523,59.04,60.752,203.285,269.021,64.4,59.2,69.3,33.3,1.83860984739205,16189.0,8441.0,-21294.0,4038449.0,49.6269117539172,4099171.0,50.3731005346896,8137619.0,3237796.0,39.788,0.515348142065544,4899823.0,60.212,2.72272707089772,1.04
