Time,Country Code,Country Name,GDP (current US$),GDP growth (annual %),Number of infant deaths,Number of neonatal deaths,"Mortality rate, neonatal (per 1,000 live births)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)",Net migration,"Adolescent fertility rate (births per 1,000 women ages 15-19)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)","Mortality rate, infant, female (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)","Mortality rate, infant, male (per 1,000 live births)","Life expectancy at birth, female (years)","Life expectancy at birth, total (years)","Life expectancy at birth, male (years)","Fertility rate, total (births per woman)",Sex ratio at birth (male births per female births),Population growth (annual %),"Population, total","Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)",Rural population,Rural population growth (annual %),Rural population (% of total population),Urban population growth (annual %),Urban population,Urban population (% of total population),"Healthy life expectancy, total (years)","Healthy life expectancy, male (years)","Healthy life expectancy, female (years)"
2013,SUR,Suriname,5145757575.8,2.9,212.0,151.0,13.7,76.0,81.0,-978.0,58.4,161.6,266.8,19.5,7.6,16.8,19.3,21.6,73.2,69.7,66.4,2.5,1.0,1.0,563947.0,281345.0,49.9,282602.0,50.1,190952.0,1.2,33.9,0.9,372995.0,66.1,63.1,61.4,65.0
2013,TON,Tonga,450643615.2,0.3,31.0,15.0,5.4,99.0,99.0,-2558.0,21.4,156.8,239.7,26.1,6.7,9.4,10.8,12.2,73.5,70.5,67.8,3.7,1.1,-0.4,107089.0,53482.0,49.9,53607.0,50.1,82049.0,-0.3,76.6,-0.6,25040.0,23.4,,,
2013,TUV,Tuvalu,38617493.7,4.3,6.0,3.0,13.4,90.0,96.0,-150.0,34.8,221.4,374.6,22.3,10.0,20.6,23.5,26.1,68.1,64.0,60.5,3.4,1.1,0.6,10918.0,5280.0,48.4,5638.0,51.6,4606.0,-1.7,42.2,2.3,6312.0,57.8,,,
2013,URY,Uruguay,57531233350.9,4.6,401.0,246.0,5.1,94.0,96.0,-5655.0,62.9,79.2,152.0,14.2,9.5,7.3,8.4,9.3,81.3,77.2,73.0,2.0,1.1,0.3,3381180.0,1749192.0,51.7,1631988.0,48.3,174367.0,-1.7,5.2,0.4,3206813.0,94.8,67.0,64.9,69.0
2013,USA,United States,16843190993000.0,1.8,23636.0,16056.0,4.0,94.0,92.0,1320840.0,26.4,78.1,131.3,12.4,8.2,5.4,6.0,6.5,81.2,78.7,76.4,1.9,1.0,0.7,316059947.0,160034189.0,50.6,156025758.0,49.4,59106371.0,-0.3,18.7,0.9,256953576.0,81.3,66.1,65.1,66.9
2013,VEN,Venezuela,371005379786.6,1.3,8950.0,6764.0,11.4,82.0,85.0,-57815.0,95.1,92.2,213.8,19.8,5.7,13.4,15.1,16.8,77.3,73.2,69.3,2.4,1.1,1.2,29838021.0,14978971.0,50.2,14859050.0,49.8,3540878.0,1.2,11.9,1.3,26297143.0,88.1,65.8,63.1,68.7
2013,VUT,Vanuatu,758304466.2,0.5,204.0,106.0,12.1,84.0,84.0,-824.0,72.7,138.9,203.8,33.1,6.0,21.9,23.7,25.4,72.1,69.5,67.5,4.1,1.1,2.4,263534.0,130637.0,49.6,132896.0,50.4,198280.0,2.3,75.2,2.8,65254.0,24.8,,,
2013,WSM,Samoa,797728653.3,0.1,99.0,46.0,7.6,84.0,92.0,-3182.0,49.9,108.4,174.8,30.2,5.3,14.5,16.2,17.9,75.1,72.4,69.9,4.5,1.1,0.9,199939.0,97429.0,48.7,102510.0,51.3,161181.0,1.2,80.6,-0.3,38758.0,19.4,,,
2014,ARG,Argentina,526319673731.6,-2.5,8107.0,5256.0,7.0,94.0,95.0,5801.0,67.8,78.1,142.2,17.5,7.4,9.7,10.9,11.9,80.0,76.8,73.4,2.3,1.1,1.1,42669500.0,21562981.0,50.5,21106519.0,49.5,3679391.0,-0.4,8.6,1.2,38990109.0,91.4,66.7,65.0,68.5
2014,AUS,Australia,1467545212521.8,2.6,1013.0,714.0,2.4,92.0,94.0,198120.0,13.2,44.8,76.9,13.2,6.6,3.1,3.3,3.6,84.4,82.3,80.3,1.8,1.1,1.5,23475686.0,11807077.0,50.3,11668610.0,49.7,3380029.0,0.8,14.4,1.6,20095657.0,85.6,,,
2014,BLZ,Belize,2138000000.0,4.1,107.0,82.0,10.5,95.0,95.0,1452.0,70.7,111.2,203.8,22.1,4.6,12.5,13.9,15.1,76.3,73.3,70.7,2.5,1.1,2.2,352335.0,175274.0,49.7,177061.0,50.3,192604.0,2.1,54.7,2.3,159731.0,45.3,64.9,63.5,66.6
2014,BOL,Bolivia,32996188017.4,5.5,7054.0,4706.0,17.9,85.0,89.0,-10972.0,71.4,150.4,237.5,24.1,7.3,24.2,26.9,29.5,69.8,67.2,64.7,2.9,1.0,1.6,10916987.0,5423617.0,49.7,5493370.0,50.3,3488305.0,0.5,32.0,2.1,7428682.0,68.0,62.3,62.4,62.3
2014,BRA,Brazil,2455993625159.4,0.5,43328.0,29077.0,9.7,93.0,97.0,24940.0,63.1,86.2,177.8,14.8,6.3,12.8,14.6,16.2,77.4,74.3,71.2,1.8,1.0,0.9,203459650.0,103274465.0,50.8,100185186.0,49.2,29517926.0,-1.1,14.5,1.2,173941724.0,85.5,64.3,62.2,66.4
2014,CAN,Canada,1805749878439.9,2.9,1788.0,1367.0,3.6,91.0,90.0,195649.0,10.9,51.4,81.4,10.9,7.3,4.4,4.7,5.1,83.9,81.8,79.8,1.6,1.1,1.0,35437435.0,17855282.0,50.4,17582153.0,49.6,6655859.0,0.8,18.8,1.1,28781576.0,81.2,70.7,70.0,71.4
2014,CHL,Chile,259405202008.0,1.8,1656.0,1242.0,5.2,95.0,97.0,52709.0,44.8,59.9,110.5,13.5,6.1,6.3,6.9,7.5,82.1,79.5,76.7,1.8,1.0,1.0,17687108.0,8911559.0,50.4,8775549.0,49.6,2245732.0,0.6,12.7,1.1,15441376.0,87.3,68.8,67.7,69.8
2014,COL,Colombia,381112110485.4,4.5,10261.0,6500.0,8.8,90.0,91.0,-67516.0,72.8,74.4,148.2,15.8,5.1,12.3,13.9,15.4,79.1,76.0,73.0,1.9,1.0,0.9,46677947.0,23617367.0,50.6,23060580.0,49.4,9608655.0,-0.8,20.6,1.4,37069292.0,79.4,69.1,67.6,70.7
2014,CRI,Costa Rica,52016408950.9,3.5,568.0,456.0,6.3,91.0,95.0,3996.0,59.0,58.1,113.9,14.9,5.1,7.3,7.9,8.4,81.2,78.8,76.4,1.8,1.0,1.1,4844288.0,2414032.0,49.8,2430257.0,50.2,1165487.0,-2.9,24.1,2.4,3678801.0,75.9,69.7,68.3,71.2
2014,CUB,Cuba,80656000000.0,1.0,573.0,302.0,2.4,99.0,99.0,-14543.0,49.2,75.8,128.8,10.9,8.8,4.1,4.6,5.1,80.2,77.9,75.6,1.7,1.1,0.1,11332026.0,5681712.0,50.1,5650315.0,49.9,2622117.0,-0.1,23.1,0.1,8709909.0,76.9,68.6,67.6,69.6
2014,ECU,Ecuador,101726331000.0,3.8,4273.0,2325.0,7.5,83.0,85.0,2288.0,80.1,84.4,142.7,19.3,4.8,12.0,13.7,15.4,79.1,76.6,74.1,2.3,1.0,1.5,15957994.0,7976779.0,50.0,7981215.0,50.0,5862807.0,1.1,36.7,1.7,10095187.0,63.3,66.0,65.0,67.2
2014,FJI,Fiji,4857220601.8,5.6,407.0,191.0,9.6,99.0,96.0,-11023.0,36.3,189.2,259.8,21.7,7.6,18.7,20.4,22.0,69.3,67.4,65.5,2.7,1.1,0.2,915560.0,452426.0,49.4,463134.0,50.6,419180.0,-0.9,45.8,1.2,496380.0,54.2,,,
2014,FSM,Micronesia,319271200.0,-2.3,63.0,40.0,16.3,77.0,83.0,-1482.0,38.5,90.9,179.8,22.3,4.8,22.0,25.8,29.4,74.9,71.5,68.4,3.0,1.1,0.4,109024.0,54067.0,49.6,54957.0,50.4,84604.0,0.3,77.6,0.6,24420.0,22.4,,,
2014,GTM,Guatemala,57852399963.8,4.4,10023.0,5695.0,13.9,74.0,68.0,-40409.0,81.6,129.6,229.4,26.1,5.1,21.9,24.6,27.3,75.1,72.0,68.9,3.1,1.0,1.7,15306316.0,7723659.0,50.5,7582657.0,49.5,7709179.0,1.1,50.4,2.4,7597137.0,49.6,62.1,60.2,63.9
2014,GUY,Guyana,4127659492.0,1.7,452.0,335.0,20.8,98.0,99.0,-6715.0,73.9,179.8,292.6,21.4,7.5,24.4,28.1,31.5,71.3,67.9,64.7,2.6,1.0,0.5,751115.0,380184.0,50.6,370931.0,49.4,552715.0,0.5,73.6,0.5,198400.0,26.4,57.3,55.1,59.9
2014,HND,Honduras,19756494434.7,3.1,3822.0,2592.0,12.3,99.0,97.0,-6302.0,79.6,114.2,169.2,23.1,4.2,16.0,18.2,20.2,74.6,72.3,70.0,2.6,1.1,1.8,9127846.0,4512235.0,49.4,4615611.0,50.6,4151892.0,0.4,45.5,3.1,4975954.0,54.5,61.3,60.2,62.4
2014,HTI,Haiti,15139264670.4,1.7,14401.0,7389.0,27.5,63.0,69.0,-31416.0,57.6,195.0,285.0,25.8,8.2,48.6,54.1,59.5,65.7,63.0,60.4,3.2,1.0,1.5,10412740.0,5240216.0,50.3,5172525.0,49.7,5056010.0,-0.5,48.6,3.4,5356730.0,51.4,53.8,54.0,53.8
2014,KIR,Kiribati,177862267.9,-1.1,155.0,82.0,24.0,75.0,88.0,-977.0,43.4,179.9,227.9,29.5,6.7,41.1,45.7,50.1,67.4,65.8,64.0,3.6,1.1,1.5,114985.0,58943.0,51.3,56042.0,48.7,56604.0,-0.2,49.2,3.1,58381.0,50.8,,,
2014,MEX,Mexico,1315351183524.5,2.8,32270.0,18546.0,8.3,87.0,97.0,-100413.0,72.9,95.9,184.3,18.7,5.8,12.8,14.4,15.9,77.8,74.8,71.9,2.2,1.0,1.2,118755887.0,60610526.0,51.0,58145362.0,49.0,24947049.0,-0.1,21.0,1.6,93808838.0,79.0,65.5,64.3,66.7
2014,MHL,Marshall Islands,185172900.0,-1.1,39.0,22.0,17.0,78.0,79.0,-1901.0,67.7,257.6,313.6,25.0,6.9,26.1,29.8,33.4,65.5,63.6,62.1,3.2,1.1,-1.8,50419.0,24596.0,48.8,25823.0,51.2,12411.0,-3.6,24.6,-1.2,38008.0,75.4,,,
2014,NIC,Nicaragua,11880434070.8,4.8,2425.0,1752.0,12.2,98.0,99.0,-25571.0,94.2,105.4,202.5,23.1,4.6,14.9,16.9,18.9,75.8,72.8,69.8,2.5,1.0,1.4,6208676.0,3149486.0,50.7,3059189.0,49.3,2626270.0,1.0,42.3,1.8,3582406.0,57.7,65.1,63.3,66.9
2014,NRU,Nauru,104654365.2,26.6,10.0,8.0,22.0,95.0,98.0,-31.0,77.7,270.8,427.2,32.6,7.1,25.1,28.2,31.1,65.6,61.8,58.5,3.9,1.1,2.3,10940.0,5360.0,49.0,5580.0,51.0,0.0,,0.0,2.3,10940.0,100.0,,,
2014,NZL,New Zealand,201313497220.9,3.8,271.0,184.0,3.2,93.0,93.0,48532.0,19.5,51.8,79.1,12.7,6.9,4.3,4.7,5.1,83.3,81.5,79.7,1.9,1.1,1.7,4516500.0,2304264.0,51.0,2212236.0,49.0,619619.0,1.2,13.7,1.7,3896881.0,86.3,,,
2014,PAN,Panama,49921400000.0,5.1,1189.0,779.0,9.8,80.0,90.0,7105.0,90.2,77.9,144.0,20.5,4.9,13.4,15.0,16.6,80.3,77.2,74.3,2.6,1.1,1.7,3888793.0,1940824.0,49.9,1947968.0,50.1,1307762.0,0.8,33.6,2.2,2581031.0,66.4,68.4,67.0,70.0
2014,PER,Peru,200789362451.6,2.4,7777.0,4945.0,8.5,88.0,89.0,-50381.0,62.7,93.5,143.6,19.2,6.6,11.9,13.2,14.5,77.4,75.3,73.3,2.4,1.0,1.0,30353951.0,15312249.0,50.4,15041702.0,49.6,6928896.0,0.2,22.8,1.3,23425055.0,77.2,68.9,68.4,69.4
2014,PLW,Palau,241669800.0,6.3,5.0,3.0,10.8,95.0,83.0,-51.0,35.9,,,13.7,9.5,16.7,18.9,20.9,,,,,1.1,-0.1,17796.0,8353.0,46.9,9443.0,53.1,4001.0,-2.9,22.5,0.8,13795.0,77.5,,,
2014,PNG,Papua New Guinea,23210682538.4,13.5,9861.0,5885.0,24.3,52.0,65.0,32841.0,64.6,194.2,283.1,28.7,6.7,37.9,41.2,44.4,67.1,64.3,62.1,3.6,1.1,2.6,8464153.0,4068046.0,48.1,4396106.0,51.9,7364829.0,2.6,87.0,2.7,1099324.0,13.0,,,
2014,PRY,Paraguay,40377929295.6,5.3,2623.0,1663.0,12.2,93.0,84.0,-16990.0,76.9,118.7,192.0,22.4,5.5,17.5,19.5,21.3,75.7,72.9,70.3,2.6,1.1,1.4,6090721.0,3027162.0,49.7,3063559.0,50.3,2407418.0,0.7,39.5,1.9,3683303.0,60.5,66.3,65.1,67.5
2014,SLB,Solomon Islands,1335579569.6,1.2,393.0,190.0,9.5,77.0,76.0,-1603.0,65.6,155.3,203.6,33.5,5.4,18.1,19.9,21.6,70.9,69.2,67.7,4.4,1.1,2.5,597375.0,291650.0,48.8,305726.0,51.2,466574.0,2.0,78.1,4.7,130801.0,21.9,,,
2014,SLV,El Salvador,22593470000.0,1.7,1617.0,924.0,7.9,94.0,95.0,-49130.0,70.1,114.9,281.9,18.8,7.2,12.4,13.8,15.1,76.3,71.7,67.0,2.1,1.1,0.4,6209526.0,3242771.0,52.2,2966755.0,47.8,1932777.0,-2.3,31.1,1.6,4276749.0,68.9,63.7,59.6,67.5
2014,SUR,Suriname,5240606060.6,0.3,206.0,146.0,13.3,71.0,70.0,-967.0,58.7,161.8,264.8,19.3,7.6,16.4,18.7,21.0,73.2,69.8,66.6,2.5,1.0,1.0,569682.0,284406.0,49.9,285276.0,50.1,193185.0,1.2,33.9,0.9,376497.0,66.1,62.9,61.2,64.8
2014,TON,Tonga,439878828.0,2.0,30.0,15.0,5.4,98.0,99.0,-2524.0,21.3,157.0,238.6,25.7,6.7,9.4,10.7,12.0,73.5,70.5,67.8,3.6,1.1,-0.4,106626.0,53359.0,50.0,53267.0,50.0,81752.0,-0.4,76.7,-0.7,24874.0,23.3,,,
2014,TUV,Tuvalu,38759689.9,0.0,6.0,3.0,12.8,89.0,94.0,-152.0,34.2,221.0,377.3,22.3,10.1,20.0,22.8,25.3,68.2,64.0,60.5,3.3,1.1,-0.2,10899.0,5272.0,48.4,5627.0,51.6,4492.0,-2.5,41.2,1.5,6407.0,58.8,,,
2014,URY,Uruguay,57236013086.1,3.2,385.0,246.0,5.1,95.0,96.0,-4914.0,60.0,78.8,150.0,14.1,9.5,7.1,8.0,9.0,81.4,77.4,73.2,2.0,1.1,0.3,3391662.0,1754081.0,51.7,1637581.0,48.3,171449.0,-1.7,5.1,0.4,3220213.0,94.9,67.2,65.2,69.2
2014,USA,United States,17550680174000.0,2.3,23396.0,15941.0,4.0,95.0,92.0,1250914.0,24.0,79.4,131.9,12.5,8.2,5.3,5.9,6.4,81.3,78.8,76.5,1.9,1.0,0.7,318386329.0,161084758.0,50.6,157301571.0,49.4,58955597.0,-0.3,18.5,1.0,259430732.0,81.5,66.0,65.1,66.9
2014,VEN,Venezuela,482359318767.7,-3.9,9102.0,6659.0,11.3,78.0,89.0,-62437.0,92.6,94.1,219.5,19.5,6.0,13.6,15.4,17.2,77.1,72.9,68.9,2.4,1.1,1.2,30193258.0,15164502.0,50.2,15028756.0,49.8,3579713.0,1.1,11.9,1.2,26613545.0,88.1,65.8,63.8,67.9
2014,VUT,Vanuatu,772315721.3,3.1,205.0,106.0,11.9,86.0,90.0,-785.0,72.3,141.8,203.3,32.9,6.0,21.6,23.3,25.0,71.9,69.5,67.5,4.1,1.1,2.4,269927.0,133885.0,49.6,136042.0,50.4,202820.0,2.3,75.1,2.8,67107.0,24.9,,,
2014,WSM,Samoa,796698269.2,0.7,97.0,45.0,7.5,78.0,85.0,-3161.0,49.5,108.2,173.4,29.8,5.3,14.4,16.1,17.7,75.1,72.5,70.0,4.4,1.1,0.9,201757.0,98400.0,48.8,103356.0,51.2,163123.0,1.2,80.9,-0.3,38634.0,19.1,,,
2015,ARG,Argentina,594749285413.2,2.7,7735.0,4981.0,6.6,94.0,89.0,5522.0,65.4,76.3,143.5,17.3,7.5,9.3,10.3,11.4,80.2,76.8,73.3,2.3,1.1,1.1,43131966.0,21791541.0,50.5,21340426.0,49.5,3664923.0,-0.4,8.5,1.2,39467043.0,91.5,66.8,65.1,68.4
2015,AUS,Australia,1350615691821.3,2.2,988.0,715.0,2.3,93.0,95.0,209466.0,12.3,45.2,78.4,12.9,6.6,3.0,3.3,3.5,84.5,82.4,80.4,1.8,1.1,1.4,23815995.0,11988344.0,50.3,11827651.0,49.7,3405449.0,0.7,14.3,1.6,20410546.0,85.7,,,
2015,BLZ,Belize,2210500000.0,3.4,102.0,79.0,10.2,94.0,96.0,1363.0,69.8,109.7,208.2,21.7,4.7,11.9,13.2,14.4,76.5,73.2,70.4,2.4,1.1,2.1,359871.0,178905.0,49.7,180965.0,50.3,196468.0,2.0,54.6,2.3,163403.0,45.4,64.9,63.2,66.8
2015,BOL,Bolivia,33000198248.3,4.9,6714.0,4456.0,16.9,89.0,95.0,-10525.0,70.2,150.0,235.8,23.7,7.2,23.0,25.6,28.1,69.9,67.3,64.9,2.9,1.0,1.6,11090085.0,5511477.0,49.7,5578609.0,50.3,3505243.0,0.5,31.6,2.1,7584842.0,68.4,62.5,62.5,62.4
2015,BRA,Brazil,1802214373741.3,-3.5,42825.0,28626.0,9.5,96.0,96.0,4764.0,62.4,84.6,178.5,14.7,6.4,12.6,14.3,15.8,77.6,74.3,71.1,1.8,1.0,0.8,205188205.0,104179515.0,50.8,101008689.0,49.2,29198282.0,-1.1,14.2,1.2,175989923.0,85.8,64.5,62.4,66.6
2015,CAN,Canada,1556508816217.1,0.7,1758.0,1323.0,3.6,91.0,89.0,232738.0,9.7,50.7,81.2,10.7,7.4,4.4,4.7,5.0,83.9,81.8,79.8,1.6,1.1,0.7,35702908.0,17988513.0,50.4,17714395.0,49.6,6691082.0,0.5,18.7,0.8,29011826.0,81.3,70.8,70.0,71.4
2015,CHL,Chile,242496649874.2,2.2,1613.0,1212.0,5.1,96.0,96.0,55709.0,40.1,61.9,109.7,13.2,6.1,6.2,6.8,7.4,82.4,79.7,77.0,1.7,1.0,1.0,17870124.0,9004176.0,50.4,8865948.0,49.6,2258784.0,0.6,12.6,1.1,15611340.0,87.4,68.9,67.8,69.9
2015,COL,Colombia,293481753078.9,3.0,9867.0,6246.0,8.5,91.0,94.0,-41064.0,69.8,74.0,145.4,15.6,5.2,11.9,13.4,14.9,79.3,76.3,73.3,1.9,1.0,0.9,47119728.0,23847355.0,50.6,23272374.0,49.4,9535148.0,-0.8,20.2,1.4,37584580.0,79.8,69.2,67.6,70.7
2015,CRI,Costa Rica,56441917653.0,3.7,549.0,445.0,6.3,92.0,93.0,4065.0,55.3,55.5,110.2,14.5,5.0,7.2,7.7,8.2,81.6,79.1,76.7,1.8,1.0,1.0,4895242.0,2440173.0,49.8,2455070.0,50.2,1132661.0,-2.9,23.1,2.3,3762581.0,76.9,69.5,67.9,71.1
2015,CUB,Cuba,87133000000.0,4.4,558.0,295.0,2.4,99.0,99.0,-14372.0,50.3,75.2,129.7,11.0,9.1,4.0,4.5,5.0,80.1,77.8,75.5,1.7,1.1,0.1,11339894.0,5687872.0,50.2,5652022.0,49.8,2619969.0,-0.1,23.1,0.1,8719925.0,76.9,68.3,67.3,69.4
2015,ECU,Ecuador,99290381000.0,0.1,4035.0,2208.0,7.3,78.0,84.0,14740.0,79.7,83.3,139.2,18.7,4.8,11.6,13.2,14.8,79.2,76.8,74.4,2.3,1.0,1.5,16195902.0,8095675.0,50.0,8100227.0,50.0,5928024.0,1.1,36.6,1.7,10267878.0,63.4,66.3,65.2,67.4
2015,FJI,Fiji,4682546881.2,4.5,410.0,200.0,10.1,99.0,96.0,-11047.0,30.9,195.0,270.8,21.4,8.0,19.0,20.7,22.3,68.9,66.8,64.9,2.6,1.1,0.2,917200.0,453908.0,49.5,463293.0,50.5,415253.0,-0.9,45.3,1.1,501947.0,54.7,,,
2015,FSM,Micronesia,316489900.0,4.6,61.0,38.0,15.9,72.0,74.0,-1415.0,38.0,93.2,183.4,21.9,5.0,21.5,25.1,28.6,74.8,71.4,68.2,3.0,1.1,0.4,109462.0,54295.0,49.6,55166.0,50.4,84881.0,0.3,77.5,0.7,24581.0,22.5,,,
2015,GTM,Guatemala,62186186575.7,4.1,9760.0,5534.0,13.4,70.0,79.0,-48162.0,80.4,129.8,227.3,25.8,5.1,21.1,23.8,26.3,75.2,72.1,69.1,3.0,1.0,1.7,15567419.0,7856056.0,50.5,7711363.0,49.5,7788224.0,1.0,50.0,2.4,7779195.0,50.0,62.2,60.3,64.1
2015,GUY,Guyana,4279840193.7,0.7,440.0,326.0,20.2,95.0,99.0,-6524.0,73.4,176.0,287.8,21.3,7.4,23.8,27.4,30.8,71.6,68.2,65.0,2.5,1.0,0.5,755031.0,383410.0,50.8,371621.0,49.2,555393.0,0.5,73.6,0.6,199638.0,26.4,57.7,55.5,60.1
2015,HND,Honduras,20979767785.2,3.8,3692.0,2503.0,11.8,98.0,98.0,-6512.0,78.0,110.1,168.7,22.8,4.1,15.4,17.5,19.5,75.0,72.5,70.2,2.6,1.1,1.8,9294505.0,4595215.0,49.4,4699291.0,50.6,4167191.0,0.4,44.8,3.0,5127314.0,55.2,61.3,60.2,62.5
2015,HTI,Haiti,14833154471.7,2.6,14139.0,7318.0,27.1,64.0,69.0,-32698.0,56.3,192.4,282.9,25.5,8.2,47.5,53.0,58.2,66.0,63.2,60.6,3.1,1.0,1.4,10563757.0,5317590.0,50.3,5246167.0,49.7,5025496.0,-0.6,47.6,3.3,5538261.0,52.4,54.0,54.2,54.0
2015,KIR,Kiribati,170291037.5,9.9,151.0,80.0,23.5,78.0,84.0,-853.0,43.4,177.3,225.1,29.2,6.6,40.1,44.7,49.0,67.6,66.1,64.3,3.5,1.1,1.5,116707.0,59874.0,51.3,56833.0,48.7,56464.0,-0.2,48.4,3.1,60243.0,51.6,,,
2015,MEX,Mexico,1171867608197.7,3.3,30468.0,17951.0,8.3,87.0,97.0,-82173.0,67.6,96.8,187.4,18.0,6.0,12.5,13.9,15.3,77.7,74.7,71.7,2.1,1.0,1.2,120149897.0,61325120.0,51.0,58824776.0,49.0,24889051.0,-0.2,20.7,1.5,95260846.0,79.3,65.6,64.4,66.8
2015,MHL,Marshall Islands,182997300.0,2.1,36.0,20.0,16.6,85.0,75.0,-1901.0,66.1,255.2,310.5,23.9,7.0,25.5,29.2,32.6,65.7,63.8,62.3,3.1,1.1,-2.0,49410.0,24111.0,48.8,25299.0,51.2,11952.0,-3.8,24.2,-1.5,37458.0,75.8,,,
2015,NIC,Nicaragua,12756706583.3,4.8,2307.0,1667.0,11.6,98.0,99.0,-24359.0,93.6,104.2,198.8,22.8,4.6,14.2,16.1,18.0,75.9,73.0,70.0,2.5,1.0,1.4,6298598.0,3194985.0,50.7,3103613.0,49.3,2652025.0,1.0,42.1,1.8,3646573.0,57.9,65.4,63.8,67.1
2015,NRU,Nauru,86529661.4,3.7,10.0,8.0,21.4,91.0,98.0,-31.0,79.6,264.4,419.6,31.9,6.9,24.5,27.5,30.4,66.0,62.3,59.0,3.8,1.1,2.2,11185.0,5479.0,49.0,5706.0,51.0,0.0,,0.0,2.2,11185.0,100.0,,,
2015,NZL,New Zealand,178064471137.9,3.7,267.0,187.0,3.1,92.0,93.0,47165.0,18.9,52.4,76.5,13.2,6.8,4.2,4.6,5.0,83.4,81.6,79.9,2.0,1.1,2.0,4609400.0,2348652.0,51.0,2260747.0,49.0,629598.0,1.6,13.7,2.1,3979802.0,86.3,,,
2015,PAN,Panama,54091800000.0,5.7,1154.0,752.0,9.5,73.0,93.0,8648.0,86.4,76.5,141.1,20.1,4.9,13.0,14.6,16.0,80.5,77.5,74.5,2.6,1.1,1.7,3957099.0,1975219.0,49.9,1981879.0,50.1,1317872.0,0.8,33.3,2.2,2639227.0,66.7,68.7,67.3,70.1
2015,PER,Peru,189805300841.6,3.3,7449.0,4762.0,8.2,90.0,92.0,2462.0,61.6,90.8,142.0,18.8,6.4,11.6,12.8,14.1,77.7,75.6,73.6,2.3,1.0,1.2,30711863.0,15496198.0,50.5,15215665.0,49.5,6954087.0,0.4,22.6,1.4,23757776.0,77.4,69.2,68.8,69.8
2015,PLW,Palau,280457700.0,7.5,4.0,3.0,10.5,90.0,95.0,8.0,36.1,,,13.7,7.7,16.2,18.3,20.3,,,,2.2,1.1,-0.0,17794.0,8339.0,46.9,9454.0,53.1,3886.0,-2.9,21.8,0.8,13908.0,78.2,,,
2015,PNG,Papua New Guinea,21723531173.2,6.6,9727.0,5816.0,23.8,49.0,57.0,30581.0,62.0,181.2,280.8,28.2,6.6,36.9,40.3,43.4,67.8,64.7,62.3,3.6,1.1,2.5,8682174.0,4176197.0,48.1,4505977.0,51.9,7552450.0,2.5,87.0,2.7,1129724.0,13.0,,,
2015,PRY,Paraguay,36211447840.1,3.0,2594.0,1642.0,11.8,92.0,78.0,-16833.0,76.2,115.3,188.4,22.4,5.4,16.9,18.9,20.7,76.0,73.2,70.5,2.6,1.1,1.4,6177950.0,3071251.0,49.7,3106699.0,50.3,2424845.0,0.7,39.2,1.9,3753105.0,60.8,66.4,65.0,67.8
2015,SLB,Solomon Islands,1307908069.8,1.7,388.0,186.0,9.2,87.0,75.0,-1603.0,64.6,153.3,198.7,32.9,5.3,17.6,19.4,21.0,71.2,69.6,68.1,4.4,1.1,2.5,612660.0,299207.0,48.8,313454.0,51.2,475669.0,1.9,77.6,4.6,136991.0,22.4,,,
2015,SLV,El Salvador,23438240000.0,2.4,1537.0,871.0,7.6,91.0,95.0,-51282.0,70.4,116.2,291.4,18.4,7.1,11.9,13.3,14.5,76.6,71.8,66.8,2.1,1.1,0.3,6231066.0,3254990.0,52.2,2976076.0,47.8,1888013.0,-2.3,30.3,1.5,4343053.0,69.7,63.6,59.5,67.6
2015,SUR,Suriname,5126188134.7,-3.4,201.0,142.0,12.9,73.0,76.0,-976.0,60.1,150.3,248.3,19.1,7.2,16.0,18.3,20.5,74.2,70.8,67.6,2.5,1.0,1.0,575475.0,287483.0,50.0,287993.0,50.0,195339.0,1.1,33.9,1.0,380136.0,66.1,62.7,61.1,64.5
2015,TON,Tonga,437006227.2,1.2,29.0,14.0,5.4,96.0,99.0,-2495.0,20.5,156.8,237.5,25.2,6.8,9.3,10.6,11.9,73.5,70.6,67.9,3.6,1.1,-0.5,106122.0,53207.0,50.1,52915.0,49.9,81422.0,-0.4,76.7,-0.7,24700.0,23.3,,,
2015,TUV,Tuvalu,36811659.5,10.4,5.0,3.0,12.1,96.0,94.0,-159.0,34.0,220.3,379.5,22.4,10.1,19.3,22.0,24.5,68.3,64.1,60.5,3.2,1.1,-0.2,10877.0,5261.0,48.4,5617.0,51.6,4380.0,-2.5,40.3,1.4,6497.0,59.7,,,
2015,URY,Uruguay,53274304222.1,0.4,369.0,243.0,5.0,95.0,96.0,-4156.0,57.9,78.5,147.8,14.2,9.6,6.7,7.7,8.6,81.4,77.5,73.4,2.0,1.1,0.3,3402818.0,1759187.0,51.7,1643631.0,48.3,168610.0,-1.7,5.0,0.4,3234208.0,95.0,67.3,65.3,69.2
